2026-07-18 08:34:53,280 - Starting gate training. Store: cifar100_exp_0.01_Gate_256_42
2026-07-18 08:34:53,280 - Config - LR: 0.001, WD: 0.0001, lambda_ent: 0.01, lambda_bal: 0.05
2026-07-18 08:36:54,345 - [Gate] Epoch 58 | Loss: 1.3576 | Acc: 68.85% | MaxMixProb: 0.9807 | GateLogitStd: 0.7711 | GradNorm: 0.0768
2026-07-18 08:36:56,346 - [Gate] Epoch 59 | Loss: 1.3846 | Acc: 67.56% | MaxMixProb: 0.9803 | GateLogitStd: 0.7664 | GradNorm: 0.0868
2026-07-18 08:36:58,423 - [Gate] Epoch 60 | Loss: 1.3704 | Acc: 67.47% | MaxMixProb: 0.9783 | GateLogitStd: 0.7426 | GradNorm: 0.0729
2026-07-18 08:37:00,622 - [Gate] Epoch 61 | Loss: 1.3467 | Acc: 68.48% | MaxMixProb: 0.9767 | GateLogitStd: 0.7348 | GradNorm: 0.0689
2026-07-18 08:37:02,644 - [Gate] Epoch 62 | Loss: 1.3761 | Acc: 68.11% | MaxMixProb: 0.9800 | GateLogitStd: 0.7374 | GradNorm: 0.0718
2026-07-18 08:37:04,618 - [Gate] Epoch 63 | Loss: 1.3557 | Acc: 68.66% | MaxMixProb: 0.9784 | GateLogitStd: 0.7737 | GradNorm: 0.0922
2026-07-18 08:37:06,655 - [Gate] Epoch 64 | Loss: 1.3620 | Acc: 67.93% | MaxMixProb: 0.9788 | GateLogitStd: 0.8082 | GradNorm: 0.0833
2026-07-18 08:37:08,709 - [Gate] Epoch 65 | Loss: 1.3576 | Acc: 68.76% | MaxMixProb: 0.9811 | GateLogitStd: 0.8326 | GradNorm: 0.1017
2026-07-18 08:37:10,908 - [Gate] Epoch 66 | Loss: 1.3521 | Acc: 68.11% | MaxMixProb: 0.9789 | GateLogitStd: 0.8109 | GradNorm: 0.0841
2026-07-18 08:37:12,910 - [Gate] Epoch 67 | Loss: 1.3310 | Acc: 68.11% | MaxMixProb: 0.9759 | GateLogitStd: 0.8077 | GradNorm: 0.1025
2026-07-18 08:37:14,972 - [Gate] Epoch 68 | Loss: 1.3676 | Acc: 67.93% | MaxMixProb: 0.9805 | GateLogitStd: 0.7944 | GradNorm: 0.0795
2026-07-18 08:37:17,005 - [Gate] Epoch 69 | Loss: 1.3740 | Acc: 68.29% | MaxMixProb: 0.9794 | GateLogitStd: 0.7599 | GradNorm: 0.0842
2026-07-18 08:37:18,952 - [Gate] Epoch 70 | Loss: 1.3642 | Acc: 68.20% | MaxMixProb: 0.9778 | GateLogitStd: 0.7938 | GradNorm: 0.0873
2026-07-18 08:37:21,074 - [Gate] Epoch 71 | Loss: 1.3572 | Acc: 68.20% | MaxMixProb: 0.9775 | GateLogitStd: 0.8005 | GradNorm: 0.0801
2026-07-18 08:37:23,093 - [Gate] Epoch 72 | Loss: 1.3482 | Acc: 68.66% | MaxMixProb: 0.9817 | GateLogitStd: 0.7819 | GradNorm: 0.0688
2026-07-18 08:37:25,185 - [Gate] Epoch 73 | Loss: 1.3531 | Acc: 68.57% | MaxMixProb: 0.9801 | GateLogitStd: 0.7946 | GradNorm: 0.0836
2026-07-18 08:37:27,323 - [Gate] Epoch 74 | Loss: 1.3568 | Acc: 68.20% | MaxMixProb: 0.9789 | GateLogitStd: 0.8156 | GradNorm: 0.0839
2026-07-18 08:37:29,440 - [Gate] Epoch 75 | Loss: 1.3651 | Acc: 68.39% | MaxMixProb: 0.9804 | GateLogitStd: 0.8341 | GradNorm: 0.0727
2026-07-18 08:37:31,500 - [Gate] Epoch 76 | Loss: 1.3563 | Acc: 68.48% | MaxMixProb: 0.9829 | GateLogitStd: 0.8226 | GradNorm: 0.0787
